student_id,plan_name,plan_id,exit_avg_score,daily_avg_score,n_exit,n_daily
1067,"T1 Addition Strategies",85,100,100,1,16
1059,"T1 Addition Strategies",102,20,91,1,11
1069,"T1 Addition Strategies",102,0,81,1,10
1453,"T1 Addition Strategies",102,40,95,1,11
972,"T1 Addition Strategies",1180,100,95,1,17
1017,"T1 Addition Strategies",1180,90,94,2,15
1204,"T1 Addition Strategies",1180,100,98,1,16
1256,"T1 Addition Strategies",1180,80,91,1,16
1289,"T1 Addition Strategies",1180,80,98,1,17
917,"T1 Addition Strategies",1391,100,90,1,20
997,"T1 Addition Strategies",1391,100,94,1,21
1225,"T1 Addition Strategies",1391,100,95,1,20
1285,"T1 Addition Strategies",1391,100,99,1,21
1382,"T1 Addition Strategies",1391,100,83,1,15
1393,"T1 Addition Strategies",1391,80,70,1,20
1509,"T1 Addition Strategies",1391,80,78,1,18
915,"T1 Addition Strategies",1446,30,98,2,11
1000,"T1 Addition Strategies",1446,30,63,2,12
1052,"T1 Addition Strategies",1446,93,98,3,17
1283,"T1 Addition Strategies",1446,47,93,3,18
1326,"T1 Addition Strategies",1446,60,91,3,16
1364,"T1 Addition Strategies",1446,60,95,3,18
1171,"T1 Addition Strategies",1483,100,100,1,5
1532,"T1 Addition Strategies",1483,100,100,1,8
1061,"T1 Addition Strategies",1570,100,100,1,4
1128,"T1 Addition Strategies",1570,80,79,1,4
1236,"T1 Addition Strategies",1570,100,95,1,4
1344,"T1 Addition Strategies",1570,80,89,1,4
1638,"T1 Addition Strategies",1570,100,84,1,4
950,"T1 Addition Strategies",1571,100,100,1,6
1108,"T1 Addition Strategies",1571,100,97,1,6
1219,"T1 Addition Strategies",1571,80,92,1,6
1296,"T1 Addition Strategies",1571,100,100,1,6
1519,"T1 Addition Strategies",1571,80,92,1,6
894,"T1 Addition Strategies",1572,100,100,1,6
1179,"T1 Addition Strategies",1572,100,100,1,6
1292,"T1 Addition Strategies",1572,100,100,1,6
1418,"T1 Addition Strategies",1572,100,97,1,6
1065,"T1 Addition Strategies",1809,80,96,1,6
1389,"T1 Addition Strategies",1809,80,96,1,6
1428,"T1 Addition Strategies",1809,100,97,1,6
1058,"T1 Addition Strategies",2027,100,100,1,11
1063,"T1 Addition Strategies",2027,100,100,1,11
1099,"T1 Addition Strategies",2027,100,100,1,11
1280,"T1 Addition Strategies",2027,80,100,1,5
1411,"T1 Addition Strategies",2027,80,96,1,11
1592,"T1 Addition Strategies",2027,100,100,1,9
1105,"T1 Addition Strategies",2057,80,98,1,11
1445,"T1 Addition Strategies",2057,80,94,1,11
766,"T1 Addition Strategies",2116,100,100,1,5
768,"T1 Addition Strategies",2116,20,100,1,4
774,"T1 Addition Strategies",2116,80,100,1,4
779,"T1 Addition Strategies",2116,0,100,1,5
762,"T1 Addition Strategies",2117,80,100,1,5
765,"T1 Addition Strategies",2117,80,100,1,2
775,"T1 Addition Strategies",2117,100,100,1,4
777,"T1 Addition Strategies",2117,100,100,1,5
746,"T1 Addition Strategies",2125,100,100,1,2
747,"T1 Addition Strategies",2125,100,100,1,2
752,"T1 Addition Strategies",2125,80,75,1,2
758,"T1 Addition Strategies",2125,80,100,1,2
1643,"T1 Addition Strategies",2125,40,100,1,2
12,"T1 Addition Strategies",2234,100,100,1,5
1526,"T1 Addition Strategies",2285,100,100,1,10
888,"T1 Addition Strategies",2286,100,100,1,10
977,"T1 Addition Strategies",2286,100,100,1,9
1121,"T1 Addition Strategies",2286,100,100,1,10
1170,"T1 Addition Strategies",2286,100,100,1,10
1372,"T1 Addition Strategies",2286,100,100,1,10
957,"T1 Addition Strategies",2287,100,100,1,7
965,"T1 Addition Strategies",2307,100,81,1,8
1077,"T1 Addition Strategies",2307,100,86,1,8
1191,"T1 Addition Strategies",2307,80,84,1,7
1373,"T1 Addition Strategies",2307,100,76,1,8
1478,"T1 Addition Strategies",2307,100,83,1,8
1485,"T1 Addition Strategies",2307,0,86,1,8
64,"T1 Addition Strategies",2335,100,100,1,5
943,"T1 Addition Strategies",2354,60,100,1,5
1339,"T1 Addition Strategies",2354,80,100,1,4
1409,"T1 Addition Strategies",2354,80,100,1,6
1441,"T1 Addition Strategies",2354,20,100,1,5
1475,"T1 Addition Strategies",2354,100,100,1,6
944,"T1 Addition Strategies",2355,80,100,1,5
1207,"T1 Addition Strategies",2355,80,100,1,5
1243,"T1 Addition Strategies",2355,100,100,1,6
1351,"T1 Addition Strategies",2355,100,100,1,6
1614,"T1 Addition Strategies",2355,60,100,1,5
969,"T1 Addition Strategies",2364,80,95,1,19
1046,"T1 Addition Strategies",2364,80,99,1,22
1248,"T1 Addition Strategies",2364,100,93,1,21
1249,"T1 Addition Strategies",2364,80,82,1,21
1436,"T1 Addition Strategies",2364,20,79,1,24
1035,"T1 Addition Strategies",2429,80,100,1,5
1057,"T1 Addition Strategies",2429,100,100,1,4
1241,"T1 Addition Strategies",2429,100,100,1,5
1315,"T1 Addition Strategies",2429,100,100,1,4
1404,"T1 Addition Strategies",2429,100,100,1,5
1508,"T1 Addition Strategies",2429,100,100,1,5
932,"T1 Addition Strategies",2490,100,81,1,8
963,"T1 Addition Strategies",2490,100,92,1,8
985,"T1 Addition Strategies",2490,100,83,1,8
1042,"T1 Addition Strategies",2490,100,86,1,8
1195,"T1 Addition Strategies",2490,100,92,1,8
1330,"T1 Addition Strategies",2490,100,81,1,7
1502,"T1 Addition Strategies",2490,100,88,1,6
1053,"T1 Addition Strategies",2512,100,97,1,15
1101,"T1 Addition Strategies",2512,100,100,1,15
1110,"T1 Addition Strategies",2512,100,100,1,5
1147,"T1 Addition Strategies",2512,80,97,1,15
1314,"T1 Addition Strategies",2512,80,94,1,15
1357,"T1 Addition Strategies",2512,80,99,1,15
927,"T1 Addition Strategies",2513,100,100,2,18
1033,"T1 Addition Strategies",2513,90,100,2,17
1092,"T1 Addition Strategies",2513,80,100,2,18
1186,"T1 Addition Strategies",2513,100,100,2,17
1302,"T1 Addition Strategies",2513,100,100,2,17
1041,"T1 Addition Strategies",2551,100,100,1,15
1246,"T1 Addition Strategies",2551,100,100,1,14
1276,"T1 Addition Strategies",2551,100,100,1,15
1360,"T1 Addition Strategies",2551,100,100,1,15
1425,"T1 Addition Strategies",2551,100,100,1,14
1054,"T1 Addition Strategies",2573,100,100,1,15
1125,"T1 Addition Strategies",2573,100,100,1,15
1221,"T1 Addition Strategies",2573,100,100,1,15
1237,"T1 Addition Strategies",2573,100,100,1,15
1329,"T1 Addition Strategies",2573,100,100,1,15
1471,"T1 Addition Strategies",2573,100,100,1,15
1201,"T1 Addition Strategies",2579,70,99,2,18
1257,"T1 Addition Strategies",2579,80,98,1,18
1362,"T1 Addition Strategies",2579,60,96,2,20
1399,"T1 Addition Strategies",2579,100,94,1,20
1423,"T1 Addition Strategies",2579,100,95,1,21
1078,"T1 Addition Strategies",2580,95,97,4,29
1233,"T1 Addition Strategies",2580,90,96,4,27
1417,"T1 Addition Strategies",2580,87,91,3,27
976,"T1 Addition Strategies",2765,100,94,1,8
1457,"T1 Addition Strategies",2765,100,89,1,8
745,"T1 Addition Strategies",2799,100,100,1,5
748,"T1 Addition Strategies",2799,100,100,1,6
749,"T1 Addition Strategies",2799,100,96,1,6
750,"T1 Addition Strategies",2799,80,92,1,6
29,"T1 Addition Strategies",2888,100,100,1,6
95,"T1 Addition Strategies",2888,100,100,1,6
97,"T1 Addition Strategies",2888,100,100,1,5
102,"T1 Addition Strategies",2888,100,100,1,6
762,"T1 Addition Strategies",2904,100,96,1,5
763,"T1 Addition Strategies",2904,0,84,1,4
768,"T1 Addition Strategies",2904,80,96,1,5
772,"T1 Addition Strategies",2904,0,95,1,6
776,"T1 Addition Strategies",2904,80,100,1,5
779,"T1 Addition Strategies",2904,40,85,1,6
884,"T1 Addition Strategies",2904,80,100,1,5
47,"T1 Addition Strategies",2911,100,100,1,6
65,"T1 Addition Strategies",2913,100,100,1,6
894,"T1 Classification/Sorting",2958,100,100,1,6
1219,"T1 Classification/Sorting",2958,100,100,1,6
1247,"T1 Classification/Sorting",2958,100,100,1,6
1292,"T1 Classification/Sorting",2958,100,100,1,6
1296,"T1 Classification/Sorting",2958,100,100,1,6
950,"T1 Classification/Sorting",2959,100,100,1,6
1108,"T1 Classification/Sorting",2959,100,100,1,6
1179,"T1 Classification/Sorting",2959,100,100,1,6
1236,"T1 Classification/Sorting",2959,100,100,1,6
1344,"T1 Classification/Sorting",2959,100,100,1,6
756,"T1 Classification/Sorting",3032,100,100,1,3
757,"T1 Classification/Sorting",3032,100,100,1,3
759,"T1 Classification/Sorting",3032,100,100,1,3
883,"T1 Classification/Sorting",3032,100,100,1,3
746,"T1 Classification/Sorting",3033,100,100,1,3
747,"T1 Classification/Sorting",3033,100,100,1,3
752,"T1 Classification/Sorting",3033,100,100,1,2
758,"T1 Classification/Sorting",3033,100,100,1,3
1643,"T1 Classification/Sorting",3033,100,100,1,3
728,"T1 Comparative Value",1626,60,92,2,7
729,"T1 Comparative Value",1626,100,94,2,7
735,"T1 Comparative Value",1626,80,84,1,5
740,"T1 Comparative Value",1626,100,75,2,6
742,"T1 Comparative Value",1626,90,91,2,5
731,"T1 Comparative Value",1627,100,100,2,6
732,"T1 Comparative Value",1627,100,89,2,5
739,"T1 Comparative Value",1627,100,94,2,7
741,"T1 Comparative Value",1627,100,100,1,6
881,"T1 Comparative Value",1627,100,100,2,7
746,"T1 Comparative Value",1856,100,100,1,6
747,"T1 Comparative Value",1856,100,100,1,6
758,"T1 Comparative Value",1856,100,100,1,5
1643,"T1 Comparative Value",1856,100,98,1,6
766,"T1 Comparative Value",2056,100,100,1,6
768,"T1 Comparative Value",2056,100,100,1,6
772,"T1 Comparative Value",2056,60,100,1,6
774,"T1 Comparative Value",2056,100,100,1,6
779,"T1 Comparative Value",2056,80,98,1,6
59,"T1 Comparative Value",2061,100,100,1,5
65,"T1 Comparative Value",2061,100,100,1,5
94,"T1 Comparative Value",2061,100,100,1,5
95,"T1 Comparative Value",2061,100,100,1,5
102,"T1 Comparative Value",2061,100,100,1,5
762,"T1 Comparative Value",2109,80,100,1,3
765,"T1 Comparative Value",2109,100,100,1,6
767,"T1 Comparative Value",2109,60,100,1,6
773,"T1 Comparative Value",2109,100,100,1,4
775,"T1 Comparative Value",2109,100,100,1,6
777,"T1 Comparative Value",2109,80,95,1,6
763,"T1 Comparative Value",2115,80,83,1,5
769,"T1 Comparative Value",2115,100,100,1,5
772,"T1 Comparative Value",2115,100,80,1,5
776,"T1 Comparative Value",2115,100,100,1,5
884,"T1 Comparative Value",2115,80,100,1,5
1016,"T1 Comparative Value",2393,0,100,1,6
1118,"T1 Comparative Value",2393,100,100,1,6
1214,"T1 Comparative Value",2393,100,100,1,6
1259,"T1 Comparative Value",2393,100,100,1,6
1349,"T1 Comparative Value",2393,100,100,1,5
1604,"T1 Comparative Value",2393,100,100,1,6
710,"T1 Comparative Value",2758,100,100,1,4
718,"T1 Comparative Value",2758,100,100,1,5
720,"T1 Comparative Value",2758,100,100,1,4
723,"T1 Comparative Value",2758,80,96,1,5
879,"T1 Comparative Value",2758,100,100,1,5
880,"T1 Comparative Value",2758,100,100,1,5
743,"T1 Comparative Value",2800,100,100,1,3
1642,"T1 Comparative Value",2800,100,100,1,3
989,"T1 Comparative Value",2859,100,100,1,6
1230,"T1 Comparative Value",2859,100,100,1,4
1300,"T1 Comparative Value",2859,100,100,1,5
918,"T1 Comparative Value",2879,100,100,1,3
942,"T1 Comparative Value",2879,100,100,1,3
1013,"T1 Comparative Value",2879,100,100,1,3
1031,"T1 Comparative Value",2879,100,100,1,3
1066,"T1 Comparative Value",2879,100,100,1,2
1183,"T1 Comparative Value",2879,100,100,1,3
1371,"T1 Comparative Value",2879,100,100,1,3
915,"T1 Comparative Value",2931,100,100,1,6
1000,"T1 Comparative Value",2931,80,67,1,5
1016,"T1 Comparative Value",2931,40,100,1,5
1205,"T1 Comparative Value",2931,80,100,1,6
1258,"T1 Comparative Value",2931,100,100,1,6
357,"T1 Comparative Value",2962,100,100,1,6
364,"T1 Comparative Value",2962,100,100,1,6
372,"T1 Comparative Value",2962,100,100,1,6
876,"T1 Comparative Value",2962,100,100,1,6
877,"T1 Comparative Value",2962,100,100,1,6
356,"T1 Comparative Value",2963,40,100,1,6
363,"T1 Comparative Value",2963,100,100,1,6
371,"T1 Comparative Value",2963,80,100,1,2
1827,"T1 Comparative Value",2963,100,100,1,6
744,"T1 Comparative Value",3012,100,100,1,5
751,"T1 Comparative Value",3012,80,100,1,3
753,"T1 Comparative Value",3012,80,100,1,4
882,"T1 Comparative Value",3012,100,100,1,5
946,"T1 Comparative Value",3190,100,100,1,6
1605,"T1 Comparative Value",3190,100,100,1,6
61,"T1 Compound Words",1148,100,100,1,4
74,"T1 Compound Words",1148,0,80,1,5
678,"T1 Compound Words",1148,100,95,1,5
749,"T1 Compound Words",1181,100,97,1,8
754,"T1 Compound Words",1181,100,88,1,8
756,"T1 Compound Words",1181,100,100,1,8
758,"T1 Compound Words",1181,100,94,1,8
883,"T1 Compound Words",1181,100,100,1,8
814,"T1 Compound Words",1271,80,89,1,6
830,"T1 Compound Words",1271,80,100,1,3
835,"T1 Compound Words",1271,80,100,1,7
853,"T1 Compound Words",1271,60,100,1,7
1449,"T1 Compound Words",1362,80,100,2,7
1000,"T1 Compound Words",1385,100,97,1,6
1258,"T1 Compound Words",1385,100,100,1,6
1604,"T1 Compound Words",1385,80,96,1,6
916,"T1 Compound Words",1410,90,100,2,6
1454,"T1 Compound Words",1410,100,79,1,6
898,"T1 Compound Words",1428,80,89,1,7
913,"T1 Compound Words",1428,60,95,1,5
1043,"T1 Compound Words",1428,100,100,1,7
1343,"T1 Compound Words",1428,100,100,1,5
1406,"T1 Compound Words",1428,100,100,1,7
1132,"T1 Compound Words",1484,100,100,1,9
1167,"T1 Compound Words",1484,100,100,1,9
907,"T1 Compound Words",1497,60,100,1,10
945,"T1 Compound Words",1497,100,100,1,3
1088,"T1 Compound Words",1497,80,91,1,9
1143,"T1 Compound Words",1497,80,80,1,5
1286,"T1 Compound Words",1497,100,59,1,4
1333,"T1 Compound Words",1497,100,92,1,10
893,"T1 Compound Words",1505,100,100,1,6
1467,"T1 Compound Words",1505,100,100,1,4
1213,"T1 Compound Words",1513,80,100,1,3
969,"T1 Compound Words",1524,80,100,1,6
1156,"T1 Compound Words",1563,100,84,1,9
1319,"T1 Compound Words",1563,100,88,1,12
1030,"T1 Compound Words",1615,100,100,1,6
1170,"T1 Compound Words",1615,80,100,1,6
1456,"T1 Compound Words",1615,80,94,1,4
1476,"T1 Compound Words",1615,100,100,1,6
1526,"T1 Compound Words",1615,100,100,1,5
1185,"T1 Compound Words",1632,100,100,1,6
1191,"T1 Compound Words",1637,70,89,2,12
1320,"T1 Compound Words",1637,80,92,2,12
1330,"T1 Compound Words",1637,80,92,1,9
1455,"T1 Compound Words",1637,80,86,1,9
1502,"T1 Compound Words",1637,100,94,1,9
963,"T1 Compound Words",1638,100,90,1,9
1195,"T1 Compound Words",1638,100,88,1,9
1328,"T1 Compound Words",1638,100,88,1,9
185,"T1 Compound Words",1683,100,100,1,5
186,"T1 Compound Words",1683,100,100,1,5
189,"T1 Compound Words",1683,100,95,1,5
1541,"T1 Compound Words",1683,100,100,1,4
1544,"T1 Compound Words",1683,100,100,1,4
1464,"T1 Compound Words",1715,100,97,1,9
799,"T1 Compound Words",1744,100,100,1,6
744,"T1 Compound Words",1867,100,100,1,6
748,"T1 Compound Words",1867,100,100,1,6
752,"T1 Compound Words",1867,100,100,1,6
753,"T1 Compound Words",1867,100,100,1,6
759,"T1 Compound Words",1867,100,100,1,6
760,"T1 Compound Words",1867,100,100,1,6
746,"T1 Compound Words",1995,100,100,1,6
747,"T1 Compound Words",1995,100,100,1,6
757,"T1 Compound Words",1995,100,100,1,6
1643,"T1 Compound Words",1995,100,93,1,6
976,"T1 Compound Words",2031,80,100,1,5
1008,"T1 Compound Words",2031,100,78,1,2
1274,"T1 Compound Words",2031,100,95,1,5
1394,"T1 Compound Words",2031,60,86,1,5
1457,"T1 Compound Words",2031,80,81,1,5
358,"T1 Compound Words",2043,100,100,1,9
363,"T1 Compound Words",2043,100,100,1,7
372,"T1 Compound Words",2043,100,100,1,9
345,"T1 Compound Words",2049,100,100,1,6
359,"T1 Compound Words",2049,100,100,1,6
360,"T1 Compound Words",2049,100,100,1,6
368,"T1 Compound Words",2049,100,100,1,6
370,"T1 Compound Words",2049,100,100,1,6
878,"T1 Compound Words",2049,100,100,1,6
1050,"T1 Compound Words",2060,100,100,1,6
1299,"T1 Compound Words",2060,100,100,1,6
1419,"T1 Compound Words",2060,100,100,1,6
942,"T1 Compound Words",2179,100,96,1,8
990,"T1 Compound Words",2179,100,100,1,6
1031,"T1 Compound Words",2179,80,100,1,11
1066,"T1 Compound Words",2179,100,100,1,5
1313,"T1 Compound Words",2179,40,73,1,11
216,"T1 Compound Words",2195,80,94,1,7
1552,"T1 Compound Words",2195,100,96,1,7
743,"T1 Compound Words",2216,100,100,1,5
750,"T1 Compound Words",2216,100,100,1,5
751,"T1 Compound Words",2216,80,95,1,4
755,"T1 Compound Words",2216,20,39,1,4
882,"T1 Compound Words",2216,80,91,1,5
728,"T1 Compound Words",2299,80,84,1,6
729,"T1 Compound Words",2299,100,96,1,6
733,"T1 Compound Words",2299,100,100,1,6
741,"T1 Compound Words",2299,100,93,1,6
1600,"T1 Compound Words",2299,100,100,1,1
1079,"T1 Compound Words",2316,80,100,1,5
1104,"T1 Compound Words",2316,80,74,1,6
1137,"T1 Compound Words",2316,100,91,1,5
1309,"T1 Compound Words",2316,80,80,1,4
1430,"T1 Compound Words",2316,80,76,1,6
893,"T1 Compound Words",2623,100,100,1,2
1196,"T1 Compound Words",2623,80,90,2,7
1230,"T1 Compound Words",2623,60,63,1,2
1431,"T1 Compound Words",2623,80,93,1,6
1513,"T1 Compound Words",2623,40,72,2,5
1197,"T1 Compound Words",2715,100,87,1,6
1438,"T1 Compound Words",2715,100,95,1,5
1447,"T1 Compound Words",2715,100,97,1,6
1466,"T1 Compound Words",2715,100,71,1,6
943,"T1 Compound Words",2761,100,100,1,3
1207,"T1 Compound Words",2761,100,100,1,5
1244,"T1 Compound Words",2761,100,94,1,4
1307,"T1 Compound Words",2761,60,83,1,6
1409,"T1 Compound Words",2761,100,100,1,6
1441,"T1 Compound Words",2761,80,100,1,5
1499,"T1 Compound Words",2761,60,83,1,4
349,"T1 Compound Words",2778,80,100,2,7
357,"T1 Compound Words",2778,20,100,1,7
955,"T1 Compound Words",2809,40,63,1,10
1055,"T1 Compound Words",2809,90,96,2,9
1087,"T1 Compound Words",2809,90,100,2,9
1166,"T1 Compound Words",2809,80,100,2,6
1387,"T1 Compound Words",2809,90,96,2,11
1267,"T1 Compound Words",2810,80,98,2,10
1426,"T1 Compound Words",2810,100,95,1,11
1443,"T1 Compound Words",2810,80,98,2,11
1525,"T1 Compound Words",2810,90,100,2,9
1109,"T1 Compound Words",2828,100,100,1,6
1407,"T1 Compound Words",2828,100,100,1,5
1496,"T1 Compound Words",2828,80,100,1,2
1175,"T1 Compound Words",2838,60,100,1,6
1313,"T1 Compound Words",2838,100,83,1,4
1371,"T1 Compound Words",2838,100,100,1,1
1520,"T1 Compound Words",2838,60,94,1,4
1530,"T1 Compound Words",2838,100,100,1,6
1151,"T1 Compound Words",2847,100,100,1,6
1400,"T1 Compound Words",2847,100,100,1,6
926,"T1 Compound Words",2872,100,100,1,6
1227,"T1 Compound Words",2872,100,100,1,6
1242,"T1 Compound Words",2872,100,97,1,6
1460,"T1 Compound Words",2872,100,97,1,7
1518,"T1 Compound Words",2872,100,100,1,7
1594,"T1 Compound Words",2872,100,91,1,7
951,"T1 Compound Words",2895,100,89,1,4
1793,"T1 Compound Words",2895,100,95,1,4
1097,"T1 Compound Words",2896,100,100,1,4
1168,"T1 Compound Words",2896,100,75,1,4
1401,"T1 Compound Words",2896,100,89,1,4
17,"T1 Compound Words",2899,100,78,1,8
45,"T1 Compound Words",2899,100,83,1,8
1399,"T1 Compound Words",2902,100,100,1,5
1792,"T1 Compound Words",2902,100,100,1,5
947,"T1 Compound Words",2947,60,75,1,10
962,"T1 Compound Words",2947,100,98,1,11
987,"T1 Compound Words",2947,100,89,1,6
989,"T1 Compound Words",2947,100,100,1,12
1439,"T1 Compound Words",2947,80,100,1,4
1503,"T1 Compound Words",2947,100,100,1,4
1513,"T1 Compound Words",2947,100,100,1,6
923,"T1 Compound Words",2967,100,89,1,7
991,"T1 Compound Words",2967,100,100,1,3
1009,"T1 Compound Words",2967,80,100,1,8
1012,"T1 Compound Words",2967,100,86,1,7
1155,"T1 Compound Words",2967,80,95,1,8
906,"T1 Compound Words",2968,40,71,1,9
1047,"T1 Compound Words",2968,100,100,1,9
1142,"T1 Compound Words",2968,100,98,1,8
1298,"T1 Compound Words",2968,40,47,1,6
1321,"T1 Compound Words",2968,60,97,1,7
1005,"T1 Compound Words",2969,60,88,1,10
1006,"T1 Compound Words",2969,40,50,1,10
1199,"T1 Compound Words",2969,100,100,1,12
1356,"T1 Compound Words",2969,100,100,1,11
1635,"T1 Compound Words",2969,40,60,1,9
18,"T1 Compound Words",3024,75,91,1,7
32,"T1 Compound Words",3024,80,90,1,6
52,"T1 Compound Words",3024,100,90,1,6
73,"T1 Compound Words",3024,40,63,1,7
1515,"T1 Compound Words",3024,40,23,1,8
708,"T1 Compound Words",3079,80,96,1,6
724,"T1 Compound Words",3079,100,100,1,6
734,"T1 Compound Words",3079,40,42,1,6
736,"T1 Compound Words",3079,80,65,1,6
735,"T1 Compound Words",3080,100,96,1,6
742,"T1 Compound Words",3080,100,100,1,6
1596,"T1 Compound Words",3080,100,92,1,6
1064,"T1 Compound Words",3087,80,95,2,5
1273,"T1 Compound Words",3087,80,100,2,4
1520,"T1 Compound Words",3087,80,100,2,5
951,"T1 Compound Words",3149,100,100,1,5
1486,"T1 Compound Words",3149,20,67,1,1
8,"T1 Compound Words",3161,100,75,1,3
885,"T1 Compound Words",3161,100,63,1,2
951,"T1 Compound Words",3266,100,100,1,5
1168,"T1 Compound Words",3266,0,26,1,6
1192,"T1 Compound Words",3266,100,100,1,6
1193,"T1 Compound Words",3266,80,67,1,3
1197,"T1 Compound Words",3266,100,100,1,6
1235,"T1 Compound Words",3266,100,100,1,6
1794,"T1 Compound Words",3266,60,65,1,5
994,"T1 Compound Words",3318,0,100,1,2
1037,"T1 Compound Words",3321,100,100,1,6
1269,"T1 Compound Words",3321,20,31,1,6
1271,"T1 Compound Words",3321,100,88,1,6
1275,"T1 Compound Words",3321,100,89,1,6
1627,"T1 Compound Words",3321,80,79,1,6
1039,"T1 Compound Words",3323,80,98,1,9
1446,"T1 Compound Words",3323,80,93,1,9
1488,"T1 Compound Words",3323,40,80,1,4
1497,"T1 Compound Words",3323,60,98,1,8
711,"T1 Compound Words",3334,100,100,1,6
712,"T1 Compound Words",3334,80,97,1,6
1600,"T1 Compound Words",3334,100,83,1,3
1622,"T1 Compound Words",3334,100,100,1,6
1016,"T1 Conversations",383,75,77,1,8
1052,"T1 Conversations",383,100,97,1,8
1349,"T1 Conversations",383,75,63,1,8
1364,"T1 Conversations",383,100,93,1,8
1118,"T1 Conversations",384,80,100,1,6
1258,"T1 Conversations",384,60,100,1,6
1259,"T1 Conversations",384,100,100,1,6
1326,"T1 Conversations",384,100,96,1,6
33,"T1 Conversations",545,100,100,1,4
53,"T1 Conversations",545,100,100,1,4
363,"T1 Conversations",872,100,100,1,12
366,"T1 Conversations",872,100,100,1,11
877,"T1 Conversations",872,100,100,1,12
708,"T1 Conversations",2694,80,100,1,6
721,"T1 Conversations",2694,80,100,1,2
724,"T1 Conversations",2694,100,100,1,6
880,"T1 Conversations",2694,100,100,1,4
711,"T1 Conversations",2695,80,100,1,6
717,"T1 Conversations",2695,100,100,1,5
718,"T1 Conversations",2695,100,100,1,5
1055,"T1 Conversations",2815,100,97,1,5
1087,"T1 Conversations",2815,100,100,1,6
1166,"T1 Conversations",2815,100,100,1,6
1387,"T1 Conversations",2815,100,100,1,5
1039,"T1 Conversations",2816,100,100,1,6
1267,"T1 Conversations",2816,100,90,1,5
1366,"T1 Conversations",2816,100,100,1,5
1426,"T1 Conversations",2816,100,100,1,6
1443,"T1 Conversations",2816,100,100,1,6
963,"T1 Conversations",2985,100,100,1,6
1139,"T1 Conversations",2985,80,50,1,1
1163,"T1 Conversations",2985,100,96,1,6
1328,"T1 Conversations",2985,100,100,1,6
1373,"T1 Conversations",2985,100,100,1,6
1455,"T1 Conversations",2985,80,100,1,6
1502,"T1 Conversations",2985,100,100,1,6
717,"T1 Expression: Ask & Answer",1445,100,100,1,5
880,"T1 Expression: Ask & Answer",1445,100,100,1,5
1479,"T1 Expression: Ask & Answer",1445,100,100,1,5
718,"T1 Expression: Ask & Answer",1448,100,100,1,5
725,"T1 Expression: Ask & Answer",1448,100,100,1,5
879,"T1 Expression: Ask & Answer",1448,100,100,1,5
1032,"T1 Expression: Ask & Answer",1491,100,90,1,6
1156,"T1 Expression: Ask & Answer",1491,100,100,1,7
1319,"T1 Expression: Ask & Answer",1491,100,100,1,6
1365,"T1 Expression: Ask & Answer",1491,100,95,1,6
963,"T1 Expression: Ask & Answer",1665,100,100,1,6
1163,"T1 Expression: Ask & Answer",1665,100,100,1,6
1328,"T1 Expression: Ask & Answer",1665,100,100,1,6
1373,"T1 Expression: Ask & Answer",1665,100,100,1,6
1455,"T1 Expression: Ask & Answer",1665,100,100,1,6
1502,"T1 Expression: Ask & Answer",1665,100,100,1,6
954,"T1 Expression: Ask & Answer",1823,100,100,1,2
1225,"T1 Expression: Ask & Answer",1823,100,100,1,4
1248,"T1 Expression: Ask & Answer",1823,100,94,1,4
1251,"T1 Expression: Ask & Answer",1823,100,73,1,4
1393,"T1 Expression: Ask & Answer",1823,100,100,1,4
969,"T1 Expression: Ask & Answer",1824,100,100,1,3
997,"T1 Expression: Ask & Answer",1824,100,100,1,4
1285,"T1 Expression: Ask & Answer",1824,100,100,1,3
1310,"T1 Expression: Ask & Answer",1824,100,100,1,2
1382,"T1 Expression: Ask & Answer",1824,100,100,1,4
987,"T1 Expression: Ask & Answer",2616,40,89,1,6
989,"T1 Expression: Ask & Answer",2616,100,72,1,6
1196,"T1 Expression: Ask & Answer",2616,100,95,1,6
1262,"T1 Expression: Ask & Answer",2616,100,83,1,5
709,"T1 Expression: Ask & Answer",2693,100,100,1,6
710,"T1 Expression: Ask & Answer",2693,100,100,1,6
712,"T1 Expression: Ask & Answer",2693,100,100,1,6
1829,"T1 Expression: Ask & Answer",2693,100,100,1,6
955,"T1 Expression: Ask & Answer",2814,100,100,1,4
1075,"T1 Expression: Ask & Answer",2814,100,100,1,5
1446,"T1 Expression: Ask & Answer",2814,100,100,1,3
1458,"T1 Expression: Ask & Answer",2814,100,100,1,3
1497,"T1 Expression: Ask & Answer",2814,100,100,1,5
1525,"T1 Expression: Ask & Answer",2814,100,100,1,5
965,"T1 Expression: Ask & Answer",2984,100,100,1,6
985,"T1 Expression: Ask & Answer",2984,100,100,1,6
1077,"T1 Expression: Ask & Answer",2984,100,100,1,6
1478,"T1 Expression: Ask & Answer",2984,100,100,1,6
1191,"T1 Expression: Ask & Answer",2986,100,100,1,6
1195,"T1 Expression: Ask & Answer",2986,100,100,1,6
1320,"T1 Expression: Ask & Answer",2986,100,100,1,6
1330,"T1 Expression: Ask & Answer",2986,100,100,1,6
1485,"T1 Expression: Ask & Answer",2986,100,95,1,5
1511,"T1 Expression: Ask & Answer",2986,100,83,1,4
932,"T1 Expression: Ask & Answer",2987,100,100,1,6
948,"T1 Expression: Ask & Answer",2987,100,100,1,4
1042,"T1 Expression: Ask & Answer",2987,100,100,1,5
