studentId,period,assessment,subassessment,updated_at,value
ECA14063,PYOUT,ECRLL,rhy,2015-08-29,3
ECR10001,BAS,ECRLL,rhy,2015-09-05,2
ECR10001,PM1,ECRLL,rhy,2015-11-02,4
ECR10001,PM2,ECRLL,rhy,2016-01-12,4
ECR10001,PM3,ECRLL,rhy,2016-03-10,5
ECR10002,BAS,ECRLL,rhy,2015-08-31,1
ECR10002,PM1,ECRLL,rhy,2015-11-02,0
ECR10002,PM2,ECRLL,rhy,2016-01-12,1
ECR10002,PM3,ECRLL,rhy,2016-03-14,1
ECR10003,BAS,ECRLL,rhy,2015-08-31,0
ECR10003,PM1,ECRLL,rhy,2015-11-02,0
ECR10004,BAS,ECRLL,rhy,2015-08-27,NULL
ECR10005,BAS,ECRLL,rhy,2015-08-31,2
ECR10005,PM1,ECRLL,rhy,2015-11-03,2
ECR10005,PM2,ECRLL,rhy,2016-01-11,4
ECR10005,PM3,ECRLL,rhy,2016-03-11,5
ECR10006,BAS,ECRLL,rhy,2015-08-31,2
ECR10007,BAS,ECRLL,rhy,2015-08-31,0
ECR10007,PM1,ECRLL,rhy,2015-11-04,0
ECR10007,PM2,ECRLL,rhy,2016-01-14,0
ECR10007,PM3,ECRLL,rhy,2016-03-16,4
ECR10008,BAS,ECRLL,rhy,2015-09-02,2
ECR10008,PM1,ECRLL,rhy,2015-11-03,1
ECR10008,PM2,ECRLL,rhy,2016-01-12,5
ECR10008,PM3,ECRLL,rhy,2016-03-10,3
ECR10009,BAS,ECRLL,rhy,2015-09-02,1
ECR10009,PM1,ECRLL,rhy,2015-11-02,3
ECR10009,PM2,ECRLL,rhy,2016-01-12,3
ECR10009,PM3,ECRLL,rhy,2016-03-14,2
ECR10010,BAS,ECRLL,rhy,2015-09-05,0
ECR10010,PM1,ECRLL,rhy,2015-11-02,1
ECR10010,PM2,ECRLL,rhy,2016-01-12,1
ECR10010,PM3,ECRLL,rhy,2016-03-14,5
ECR10011,BAS,ECRLL,rhy,2015-08-31,0
ECR10011,PM1,ECRLL,rhy,2015-11-03,1
ECR10011,PM2,ECRLL,rhy,2016-01-12,1
ECR10011,PM3,ECRLL,rhy,2016-03-14,1
ECR10012,BAS,ECRLL,rhy,2015-08-31,2
ECR10012,PM1,ECRLL,rhy,2015-11-02,2
ECR10012,PM2,ECRLL,rhy,2016-01-12,2
ECR10012,PM3,ECRLL,rhy,2016-03-11,3
ECR10013,BAS,ECRLL,rhy,2015-08-31,1
ECR10013,PM1,ECRLL,rhy,2015-11-02,4
ECR10013,PM2,ECRLL,rhy,2016-01-12,3
ECR10013,PM3,ECRLL,rhy,2016-03-15,3
ECR10014,BAS,ECRLL,rhy,2015-08-31,3
ECR10014,PM1,ECRLL,rhy,2015-11-03,1
ECR10014,PM2,ECRLL,rhy,2016-01-12,3
ECR10014,PM3,ECRLL,rhy,2016-03-11,4
ECR10015,BAS,ECRLL,rhy,2015-08-31,2
ECR10015,PM1,ECRLL,rhy,2015-11-02,3
ECR10015,PM2,ECRLL,rhy,2016-01-11,3
ECR10015,PM3,ECRLL,rhy,2016-03-11,3
ECR10016,BAS,ECRLL,rhy,2015-09-02,2
ECR10016,PM1,ECRLL,rhy,2015-11-02,2
ECR10016,PM2,ECRLL,rhy,2016-01-12,2
ECR10016,PM3,ECRLL,rhy,2016-03-14,5
ECR10017,BAS,ECRLL,rhy,2015-08-31,3
ECR10017,PM1,ECRLL,rhy,2015-11-02,1
ECR10017,PM2,ECRLL,rhy,2016-01-11,1
ECR10017,PM3,ECRLL,rhy,2016-03-14,1
ECR10018,BAS,ECRLL,rhy,2015-09-02,0
ECR10018,PM1,ECRLL,rhy,2015-11-02,2
ECR10018,PM2,ECRLL,rhy,2016-01-12,3
ECR10018,PM3,ECRLL,rhy,2016-03-10,5
ECR10019,BAS,ECRLL,rhy,2015-08-31,1
ECR10019,PM1,ECRLL,rhy,2015-11-02,1
ECR10019,PM2,ECRLL,rhy,2016-01-12,5
ECR10019,PM3,ECRLL,rhy,2016-03-14,5
ECR10020,BAS,ECRLL,rhy,2015-08-31,1
ECR10020,PM1,ECRLL,rhy,2015-11-02,2
ECR10020,PM2,ECRLL,rhy,2016-01-12,2
ECR10020,PM3,ECRLL,rhy,2016-03-14,2
ECR10021,BAS,ECRLL,rhy,2015-08-31,3
ECR10021,PM1,ECRLL,rhy,2015-11-02,0
ECR10021,PM2,ECRLL,rhy,2016-01-12,3
ECR10021,PM3,ECRLL,rhy,2016-03-15,1
ECR10022,BAS,ECRLL,rhy,2015-08-31,2
ECR10022,PM1,ECRLL,rhy,2015-11-02,4
ECR10022,PM2,ECRLL,rhy,2016-01-12,5
ECR10022,PM3,ECRLL,rhy,2016-03-15,5
ECR10023,BAS,ECRLL,rhy,2015-08-31,0
ECR10023,PM1,ECRLL,rhy,2015-11-02,0
ECR10023,PM2,ECRLL,rhy,2016-01-12,1
ECR10023,PM3,ECRLL,rhy,2016-03-15,4
ECR10024,BAS,ECRLL,rhy,2015-08-31,0
ECR10024,PM1,ECRLL,rhy,2015-11-02,4
ECR10024,PM2,ECRLL,rhy,2016-01-13,3
ECR10024,PM3,ECRLL,rhy,2016-03-15,5
ECR10025,BAS,ECRLL,rhy,2015-08-31,1
ECR10025,PM1,ECRLL,rhy,2015-11-02,4
ECR10025,PM2,ECRLL,rhy,2016-01-12,5
ECR10025,PM3,ECRLL,rhy,2016-03-15,5
ECR10026,BAS,ECRLL,rhy,2015-08-31,0
ECR10026,PM1,ECRLL,rhy,2015-11-02,0
ECR10026,PM2,ECRLL,rhy,2016-01-13,3
ECR10026,PM3,ECRLL,rhy,2016-03-15,2
ECR10027,BAS,ECRLL,rhy,2015-08-31,3
ECR10027,PM1,ECRLL,rhy,2015-11-02,3
ECR10027,PM2,ECRLL,rhy,2016-01-12,2
ECR10027,PM3,ECRLL,rhy,2016-03-15,2
ECR10028,BAS,ECRLL,rhy,2015-08-31,4
ECR10028,PM1,ECRLL,rhy,2015-11-02,2
ECR10028,PM2,ECRLL,rhy,2016-01-12,2
ECR10028,PM3,ECRLL,rhy,2016-03-15,2
ECR10029,BAS,ECRLL,rhy,2015-08-31,2
ECR10029,PM1,ECRLL,rhy,2015-11-03,0
ECR10029,PM2,ECRLL,rhy,2016-01-12,3
ECR10029,PM3,ECRLL,rhy,2016-03-15,3
ECR10030,BAS,ECRLL,rhy,2015-08-31,3
ECR10030,PM1,ECRLL,rhy,2015-11-04,4
ECR10030,PM2,ECRLL,rhy,2016-01-12,4
ECR10030,PM3,ECRLL,rhy,2016-03-15,4
ECR10031,BAS,ECRLL,rhy,2015-08-31,2
ECR10031,PM1,ECRLL,rhy,2015-11-04,3
ECR10031,PM2,ECRLL,rhy,2016-01-13,3
ECR10031,PM3,ECRLL,rhy,2016-03-15,3
ECR10032,BAS,ECRLL,rhy,2016-02-01,3
ECR10032,PM1,ECRLL,rhy,2015-11-04,2
ECR10032,PM2,ECRLL,rhy,2016-01-12,2
ECR10032,PM3,ECRLL,rhy,2016-03-15,1
ECR10033,BAS,ECRLL,rhy,2015-08-31,3
ECR10033,PM1,ECRLL,rhy,2015-11-04,2
ECR10033,PM2,ECRLL,rhy,2016-01-12,4
ECR10033,PM3,ECRLL,rhy,2016-03-15,5
ECR10034,BAS,ECRLL,rhy,2015-08-31,1
ECR10034,PM1,ECRLL,rhy,2015-11-03,2
ECR10034,PM2,ECRLL,rhy,2016-01-12,4
ECR10034,PM3,ECRLL,rhy,2016-03-15,3
ECR10035,BAS,ECRLL,rhy,2015-09-02,1
ECR10035,PM1,ECRLL,rhy,2015-11-02,1
ECR10035,PM2,ECRLL,rhy,2016-01-12,2
ECR10035,PM3,ECRLL,rhy,2016-03-10,3
ECR10036,BAS,ECRLL,rhy,2015-08-31,3
ECR10036,PM1,ECRLL,rhy,2015-11-03,2
ECR10036,PM2,ECRLL,rhy,2016-01-12,3
ECR10036,PM3,ECRLL,rhy,2016-03-15,5
ECR10037,BAS,ECRLL,rhy,2015-08-31,3
ECR10037,PM1,ECRLL,rhy,2015-11-03,2
ECR10037,PM2,ECRLL,rhy,2016-01-13,5
ECR10037,PM3,ECRLL,rhy,2016-03-15,5
ECR10038,BAS,ECRLL,rhy,2015-08-31,4
ECR10038,PM1,ECRLL,rhy,2015-11-03,5
ECR10038,PM2,ECRLL,rhy,2016-01-12,5
ECR10038,PM3,ECRLL,rhy,2016-03-15,5
ECR10039,BAS,ECRLL,rhy,2015-08-31,4
ECR10039,PM1,ECRLL,rhy,2015-11-03,3
ECR10039,PM2,ECRLL,rhy,2016-01-13,3
ECR10039,PM3,ECRLL,rhy,2016-03-15,5
ECR10040,BAS,ECRLL,rhy,2015-08-31,2
ECR10040,PM1,ECRLL,rhy,2015-11-04,3
ECR10040,PM2,ECRLL,rhy,2016-01-12,1
ECR10040,PM3,ECRLL,rhy,2016-03-15,2
ECR10041,BAS,ECRLL,rhy,2015-09-21,2
ECR10041,PM1,ECRLL,rhy,2015-11-03,5
ECR10041,PM2,ECRLL,rhy,2016-01-13,4
ECR10041,PM3,ECRLL,rhy,2016-03-18,4
ECR10042,BAS,ECRLL,rhy,2015-09-21,2
ECR10042,PM1,ECRLL,rhy,2015-11-03,3
ECR10042,PM2,ECRLL,rhy,2016-01-12,4
ECR10042,PM3,ECRLL,rhy,2016-03-18,1
ECR10043,BAS,ECRLL,rhy,2015-09-21,4
ECR10043,PM1,ECRLL,rhy,2015-11-04,0
ECR10043,PM2,ECRLL,rhy,2016-01-15,2
ECR10043,PM3,ECRLL,rhy,2016-03-21,4
ECR10044,BAS,ECRLL,rhy,2015-09-21,1
ECR10044,PM1,ECRLL,rhy,2015-11-04,2
ECR10044,PM2,ECRLL,rhy,2016-01-13,0
ECR10044,PM3,ECRLL,rhy,2016-03-18,1
ECR10045,BAS,ECRLL,rhy,2015-09-21,2
ECR10045,PM1,ECRLL,rhy,2015-11-03,5
ECR10045,PM2,ECRLL,rhy,2016-01-15,4
ECR10045,PM3,ECRLL,rhy,2016-03-21,5
ECR10046,BAS,ECRLL,rhy,2015-09-21,3
ECR10046,PM1,ECRLL,rhy,2015-11-03,4
ECR10046,PM2,ECRLL,rhy,2016-01-13,4
ECR10046,PM3,ECRLL,rhy,2016-03-18,5
ECR10047,BAS,ECRLL,rhy,2015-09-21,1
ECR10047,PM1,ECRLL,rhy,2015-11-04,0
ECR10047,PM2,ECRLL,rhy,2016-01-13,3
ECR10047,PM3,ECRLL,rhy,2016-03-18,1
ECR10048,BAS,ECRLL,rhy,2015-09-21,3
ECR10048,PM1,ECRLL,rhy,2015-11-04,4
ECR10048,PM2,ECRLL,rhy,2016-01-12,3
ECR10048,PM3,ECRLL,rhy,2016-03-18,3
ECR10049,BAS,ECRLL,rhy,2015-09-02,0
ECR10049,PM1,ECRLL,rhy,2015-11-04,0
ECR10049,PM2,ECRLL,rhy,2016-01-15,1
ECR10049,PM3,ECRLL,rhy,2016-03-18,2
ECR10050,BAS,ECRLL,rhy,2015-09-10,0
ECR10050,PM1,ECRLL,rhy,2015-11-04,2
ECR10050,PM2,ECRLL,rhy,2016-01-15,0
ECR10050,PM3,ECRLL,rhy,2016-03-21,3
ECR10051,BAS,ECRLL,rhy,2015-09-01,NULL
ECR10051,PM1,ECRLL,rhy,2015-11-04,1
ECR10051,PM2,ECRLL,rhy,2016-01-15,3
ECR10051,PM3,ECRLL,rhy,2016-03-21,4
ECR10052,BAS,ECRLL,rhy,2015-09-01,5
ECR10052,PM1,ECRLL,rhy,2015-11-04,1
ECR10052,PM2,ECRLL,rhy,2016-01-13,5
ECR10052,PM3,ECRLL,rhy,2016-03-18,5
ECR10053,BAS,ECRLL,rhy,2015-09-21,3
ECR10053,PM1,ECRLL,rhy,2015-11-04,3
ECR10053,PM2,ECRLL,rhy,2016-01-13,4
ECR10053,PM3,ECRLL,rhy,2016-03-18,5
ECR10054,BAS,ECRLL,rhy,2015-09-21,1
ECR10054,PM1,ECRLL,rhy,2015-11-05,4
ECR10054,PM2,ECRLL,rhy,2016-01-13,2
ECR10054,PM3,ECRLL,rhy,2016-03-18,3
ECR10055,BAS,ECRLL,rhy,2015-09-21,2
ECR10055,PM1,ECRLL,rhy,2015-11-04,3
ECR10055,PM2,ECRLL,rhy,2016-01-13,4
ECR10055,PM3,ECRLL,rhy,2016-03-18,4
ECR10056,BAS,ECRLL,rhy,2015-09-21,2
ECR10056,PM1,ECRLL,rhy,2015-11-04,2
ECR10056,PM2,ECRLL,rhy,2016-01-15,4
ECR10056,PM3,ECRLL,rhy,2016-03-18,5
ECR10057,BAS,ECRLL,rhy,2015-09-21,3
ECR10057,PM1,ECRLL,rhy,2015-11-04,0
ECR10057,PM2,ECRLL,rhy,2016-01-13,4
ECR10057,PM3,ECRLL,rhy,2016-03-18,4
ECR10058,BAS,ECRLL,rhy,2015-09-21,2
ECR10058,PM1,ECRLL,rhy,2015-11-04,2
ECR10058,PM2,ECRLL,rhy,2016-01-13,2
ECR10058,PM3,ECRLL,rhy,2016-03-18,2
ECR10059,BAS,ECRLL,rhy,2015-09-21,2
ECR10059,PM1,ECRLL,rhy,2015-11-04,1
ECR10059,PM2,ECRLL,rhy,2016-01-15,2
ECR10059,PM3,ECRLL,rhy,2016-03-21,0
ECR10060,BAS,ECRLL,rhy,2015-09-21,4
ECR10060,PM1,ECRLL,rhy,2015-11-04,4
ECR10060,PM2,ECRLL,rhy,2016-01-13,4
ECR10060,PM3,ECRLL,rhy,2016-03-18,4
ECR10061,BAS,ECRLL,rhy,2015-09-21,2
ECR10061,PM1,ECRLL,rhy,2015-11-04,2
ECR10061,PM2,ECRLL,rhy,2016-01-12,4
ECR10061,PM3,ECRLL,rhy,2016-03-18,4
ECR10062,BAS,ECRLL,rhy,2015-09-21,2
ECR10062,PM1,ECRLL,rhy,2015-11-04,4
ECR10062,PM2,ECRLL,rhy,2016-01-13,5
ECR10062,PM3,ECRLL,rhy,2016-03-18,4
ECR10063,BAS,ECRLL,rhy,2015-09-21,2
ECR10063,PM1,ECRLL,rhy,2015-11-05,0
ECR10063,PM2,ECRLL,rhy,2016-01-27,1
ECR10063,PM3,ECRLL,rhy,2016-03-14,4
ECR10064,BAS,ECRLL,rhy,2015-09-01,0
ECR10064,PM1,ECRLL,rhy,2015-11-05,0
ECR10064,PM2,ECRLL,rhy,2016-01-08,3
ECR10064,PM3,ECRLL,rhy,2016-03-14,4
ECR10065,BAS,ECRLL,rhy,2015-09-21,3
ECR10065,PM1,ECRLL,rhy,2015-11-05,4
ECR10065,PM2,ECRLL,rhy,2016-01-08,4
ECR10065,PM3,ECRLL,rhy,2016-03-18,4
ECR10066,BAS,ECRLL,rhy,2015-09-21,2
ECR10066,PM1,ECRLL,rhy,2015-11-05,4
ECR10066,PM2,ECRLL,rhy,2016-01-08,4
ECR10066,PM3,ECRLL,rhy,2016-03-14,4
ECR10067,BAS,ECRLL,rhy,2015-09-21,3
ECR10067,PM1,ECRLL,rhy,2015-11-05,5
ECR10067,PM2,ECRLL,rhy,2016-01-08,4
ECR10067,PM3,ECRLL,rhy,2016-03-14,4
ECR10068,BAS,ECRLL,rhy,2015-09-01,0
ECR10068,PM1,ECRLL,rhy,2015-11-05,1
ECR10068,PM2,ECRLL,rhy,2016-01-08,0
ECR10068,PM3,ECRLL,rhy,2016-03-14,4
ECR10069,BAS,ECRLL,rhy,2015-09-01,0
ECR10069,PM1,ECRLL,rhy,2015-11-05,4
ECR10069,PM2,ECRLL,rhy,2016-01-08,4
ECR10069,PM3,ECRLL,rhy,2016-03-14,4
ECR10070,BAS,ECRLL,rhy,2015-09-01,NULL
ECR10071,BAS,ECRLL,rhy,2015-09-21,1
ECR10071,PM1,ECRLL,rhy,2015-11-05,1
ECR10071,PM2,ECRLL,rhy,2016-01-08,4
ECR10071,PM3,ECRLL,rhy,2016-03-14,2
ECR10072,BAS,ECRLL,rhy,2015-09-21,4
ECR10072,PM1,ECRLL,rhy,2015-11-05,0
ECR10072,PM2,ECRLL,rhy,2016-01-08,4
ECR10072,PM3,ECRLL,rhy,2016-03-14,4
ECR10073,BAS,ECRLL,rhy,2015-09-21,4
ECR10073,PM1,ECRLL,rhy,2015-11-05,0
ECR10073,PM2,ECRLL,rhy,2016-01-08,1
ECR10073,PM3,ECRLL,rhy,2016-03-14,1
ECR10074,BAS,ECRLL,rhy,2015-09-21,1
ECR10074,PM1,ECRLL,rhy,2015-11-05,1
ECR10074,PM2,ECRLL,rhy,2016-01-08,3
ECR10074,PM3,ECRLL,rhy,2016-03-14,3
ECR10075,BAS,ECRLL,rhy,2015-09-21,3
ECR10075,PM1,ECRLL,rhy,2015-11-05,2
ECR10075,PM2,ECRLL,rhy,2016-01-15,2
ECR10075,PM3,ECRLL,rhy,2016-03-18,1
ECR10076,BAS,ECRLL,rhy,2015-09-01,3
ECR10076,PM1,ECRLL,rhy,2015-11-05,4
ECR10076,PM2,ECRLL,rhy,2016-01-08,4
ECR10076,PM3,ECRLL,rhy,2016-03-14,2
ECR10077,BAS,ECRLL,rhy,2015-09-21,2
ECR10077,PM1,ECRLL,rhy,2015-11-05,4
ECR10077,PM2,ECRLL,rhy,2016-01-08,3
ECR10077,PM3,ECRLL,rhy,2016-03-14,4
ECR10078,BAS,ECRLL,rhy,2015-09-21,3
ECR10078,PM1,ECRLL,rhy,2015-11-05,1
ECR10078,PM2,ECRLL,rhy,2016-01-27,NULL
ECR10078,PM3,ECRLL,rhy,2016-03-14,3
ECR10079,BAS,ECRLL,rhy,2015-09-01,NULL
ECR10080,BAS,ECRLL,rhy,2015-09-21,3
ECR10080,PM1,ECRLL,rhy,2015-11-05,2
ECR10080,PM2,ECRLL,rhy,2016-01-08,3
ECR10080,PM3,ECRLL,rhy,2016-03-14,1
ECR10081,BAS,ECRLL,rhy,2015-09-21,2
ECR10081,PM1,ECRLL,rhy,2015-11-05,0
ECR10081,PM2,ECRLL,rhy,2016-01-08,0
ECR10081,PM3,ECRLL,rhy,2016-03-14,2
ECR10082,BAS,ECRLL,rhy,2015-09-01,NULL
ECR10083,BAS,ECRLL,rhy,2015-09-21,2
ECR10083,PM1,ECRLL,rhy,2015-11-05,4
ECR10083,PM2,ECRLL,rhy,2016-01-08,2
ECR10083,PM3,ECRLL,rhy,2016-03-14,2
ECR10084,BAS,ECRLL,rhy,2015-09-01,0
ECR10084,PM1,ECRLL,rhy,2015-11-05,4
ECR10084,PM2,ECRLL,rhy,2016-01-08,5
ECR10084,PM3,ECRLL,rhy,2016-03-14,4
ECR10085,BAS,ECRLL,rhy,2015-09-21,1
ECR10085,PM1,ECRLL,rhy,2015-11-05,2
ECR10085,PM2,ECRLL,rhy,2016-01-08,3
ECR10085,PM3,ECRLL,rhy,2016-03-14,3
ECR10086,BAS,ECRLL,rhy,2015-09-03,1
ECR10086,PM1,ECRLL,rhy,2015-10-28,0
ECR10086,PM2,ECRLL,rhy,2016-01-11,1
ECR10086,PM3,ECRLL,rhy,2016-03-08,2
ECR10087,BAS,ECRLL,rhy,2015-09-09,1
ECR10087,PM1,ECRLL,rhy,2015-10-28,0
ECR10087,PM2,ECRLL,rhy,2016-01-11,2
ECR10087,PM3,ECRLL,rhy,2016-03-08,0
ECR10088,BAS,ECRLL,rhy,2015-09-14,0
ECR10088,PM1,ECRLL,rhy,2015-11-03,2
ECR10088,PM2,ECRLL,rhy,2016-01-12,3
ECR10088,PM3,ECRLL,rhy,2016-03-10,1
ECR10089,BAS,ECRLL,rhy,2015-09-16,3
ECR10089,PM1,ECRLL,rhy,2015-11-02,3
ECR10089,PM2,ECRLL,rhy,2016-01-11,3
ECR10089,PM3,ECRLL,rhy,2016-03-08,2
ECR10090,BAS,ECRLL,rhy,2015-09-14,1
ECR10090,PM1,ECRLL,rhy,2015-11-03,0
ECR10090,PM2,ECRLL,rhy,2016-01-12,3
ECR10090,PM3,ECRLL,rhy,2016-03-08,4
ECR10091,BAS,ECRLL,rhy,2015-09-14,0
ECR10091,PM1,ECRLL,rhy,2015-10-29,1
ECR10091,PM2,ECRLL,rhy,2016-01-12,3
ECR10091,PM3,ECRLL,rhy,2016-03-08,4
ECR10092,BAS,ECRLL,rhy,2015-09-14,2
ECR10092,PM1,ECRLL,rhy,2015-10-29,3
ECR10092,PM2,ECRLL,rhy,2016-01-12,3
ECR10092,PM3,ECRLL,rhy,2016-03-08,1
ECR10093,BAS,ECRLL,rhy,2015-09-14,3
ECR10093,PM1,ECRLL,rhy,2015-10-29,0
ECR10093,PM2,ECRLL,rhy,2016-01-12,3
ECR10093,PM3,ECRLL,rhy,2016-03-08,2
ECR10094,BAS,ECRLL,rhy,2015-09-03,1
ECR10094,PM1,ECRLL,rhy,2015-10-28,3
ECR10094,PM2,ECRLL,rhy,2016-01-11,3
ECR10094,PM3,ECRLL,rhy,2016-03-08,1
ECR10095,BAS,ECRLL,rhy,2015-09-14,NULL
ECR10096,BAS,ECRLL,rhy,2015-09-14,1
ECR10096,PM1,ECRLL,rhy,2015-11-03,2
ECR10096,PM2,ECRLL,rhy,2016-01-12,0
ECR10096,PM3,ECRLL,rhy,2016-03-10,2
ECR10097,BAS,ECRLL,rhy,2015-09-14,2
ECR10097,PM1,ECRLL,rhy,2015-11-03,1
ECR10097,PM2,ECRLL,rhy,2016-01-12,1
ECR10097,PM3,ECRLL,rhy,2016-03-08,2
ECR10098,BAS,ECRLL,rhy,2015-09-14,0
ECR10098,PM1,ECRLL,rhy,2015-10-29,2
ECR10098,PM2,ECRLL,rhy,2016-01-12,2
ECR10098,PM3,ECRLL,rhy,2016-03-08,2
ECR10099,BAS,ECRLL,rhy,2015-09-03,1
ECR10099,PM1,ECRLL,rhy,2015-10-28,2
ECR10099,PM2,ECRLL,rhy,2016-01-11,2
ECR10099,PM3,ECRLL,rhy,2016-03-08,1
ECR10100,BAS,ECRLL,rhy,2015-09-14,0
ECR10100,PM1,ECRLL,rhy,2015-10-29,3
ECR10100,PM2,ECRLL,rhy,2016-01-12,2
ECR10100,PM3,ECRLL,rhy,2016-03-08,2
ECR10101,BAS,ECRLL,rhy,2015-09-14,2
ECR10101,PM1,ECRLL,rhy,2015-10-29,2
ECR10101,PM2,ECRLL,rhy,2016-01-12,2
ECR10101,PM3,ECRLL,rhy,2016-03-10,3
ECR10102,BAS,ECRLL,rhy,2015-09-14,2
ECR10102,PM1,ECRLL,rhy,2015-10-29,4
ECR10102,PM2,ECRLL,rhy,2016-01-12,2
ECR10102,PM3,ECRLL,rhy,2016-03-08,1
ECR10103,BAS,ECRLL,rhy,2015-09-16,0
ECR10103,PM1,ECRLL,rhy,2015-10-28,0
ECR10103,PM2,ECRLL,rhy,2016-01-11,2
ECR10104,BAS,ECRLL,rhy,2015-09-14,2
ECR10104,PM1,ECRLL,rhy,2015-11-03,2
ECR10104,PM2,ECRLL,rhy,2016-01-12,2
ECR10104,PM3,ECRLL,rhy,2016-03-10,3
ECR10105,BAS,ECRLL,rhy,2015-09-14,1
ECR10105,PM1,ECRLL,rhy,2015-11-03,4
ECR10105,PM2,ECRLL,rhy,2016-01-11,1
ECR10105,PM3,ECRLL,rhy,2016-03-10,2
ECR10106,BAS,ECRLL,rhy,2015-09-14,1
ECR10106,PM1,ECRLL,rhy,2015-10-29,2
ECR10106,PM2,ECRLL,rhy,2016-01-12,1
ECR10106,PM3,ECRLL,rhy,2016-03-10,0
ECR10107,BAS,ECRLL,rhy,2015-09-14,3
ECR10107,PM1,ECRLL,rhy,2015-11-03,2
ECR10107,PM2,ECRLL,rhy,2016-01-12,2
ECR10107,PM3,ECRLL,rhy,2016-03-10,3
ECR10108,BAS,ECRLL,rhy,2015-09-09,1
ECR10108,PM1,ECRLL,rhy,2015-10-28,0
ECR10108,PM2,ECRLL,rhy,2016-01-11,2
ECR10108,PM3,ECRLL,rhy,2016-03-10,1
ECR10109,BAS,ECRLL,rhy,2015-09-14,1
ECR10109,PM1,ECRLL,rhy,2015-10-29,2
ECR10109,PM2,ECRLL,rhy,2016-01-12,1
ECR10109,PM3,ECRLL,rhy,2016-03-08,3
ECR10110,BAS,ECRLL,rhy,2015-09-09,1
ECR10110,PM1,ECRLL,rhy,2015-10-28,2
ECR10110,PM2,ECRLL,rhy,2016-01-19,3
ECR10110,PM3,ECRLL,rhy,2016-03-08,2
ECR10111,BAS,ECRLL,rhy,2015-09-14,3
ECR10111,PM1,ECRLL,rhy,2015-10-29,2
ECR10112,BAS,ECRLL,rhy,2015-09-15,3
ECR10112,PM1,ECRLL,rhy,2015-11-03,1
ECR10112,PM2,ECRLL,rhy,2016-01-12,2
ECR10112,PM3,ECRLL,rhy,2016-03-10,1
ECR10113,BAS,ECRLL,rhy,2015-09-16,0
ECR10113,PM1,ECRLL,rhy,2015-10-28,0
ECR10113,PM2,ECRLL,rhy,2016-01-11,1
ECR10113,PM3,ECRLL,rhy,2016-03-08,2
ECR10114,BAS,ECRLL,rhy,2015-09-14,3
ECR10114,PM1,ECRLL,rhy,2015-10-29,2
ECR10114,PM2,ECRLL,rhy,2016-01-12,1
ECR10114,PM3,ECRLL,rhy,2016-03-08,2
ECR10115,BAS,ECRLL,rhy,2015-09-03,0
ECR10115,PM1,ECRLL,rhy,2015-10-28,2
ECR10115,PM2,ECRLL,rhy,2016-01-11,1
ECR10115,PM3,ECRLL,rhy,2016-03-08,0
ECR10116,BAS,ECRLL,rhy,2015-09-03,0
ECR10116,PM1,ECRLL,rhy,2015-10-28,4
ECR10116,PM2,ECRLL,rhy,2016-01-11,3
ECR10116,PM3,ECRLL,rhy,2016-03-08,3
ECR10117,BAS,ECRLL,rhy,2015-09-14,3
ECR10117,PM1,ECRLL,rhy,2015-11-02,1
ECR10117,PM2,ECRLL,rhy,2016-01-12,3
ECR10117,PM3,ECRLL,rhy,2016-03-08,4
ECR10118,BAS,ECRLL,rhy,2015-09-14,2
ECR10118,PM1,ECRLL,rhy,2015-10-29,1
ECR10118,PM2,ECRLL,rhy,2016-01-12,2
ECR10118,PM3,ECRLL,rhy,2016-03-08,3
ECR10119,BAS,ECRLL,rhy,2015-09-14,1
ECR10119,PM1,ECRLL,rhy,2015-11-03,3
ECR10120,BAS,ECRLL,rhy,2015-09-03,2
ECR10120,PM1,ECRLL,rhy,2015-10-28,3
ECR10120,PM2,ECRLL,rhy,2016-01-11,1
ECR10120,PM3,ECRLL,rhy,2016-03-08,1
ECR10121,BAS,ECRLL,rhy,2015-09-03,3
ECR10121,PM1,ECRLL,rhy,2015-10-28,1
ECR10121,PM2,ECRLL,rhy,2016-01-11,3
ECR10121,PM3,ECRLL,rhy,2016-03-08,0
ECR10122,BAS,ECRLL,rhy,2015-09-14,3
ECR10122,PM1,ECRLL,rhy,2015-11-03,2
ECR10122,PM2,ECRLL,rhy,2016-01-12,3
ECR10122,PM3,ECRLL,rhy,2016-03-10,3
ECR10123,BAS,ECRLL,rhy,2015-09-14,2
ECR10124,BAS,ECRLL,rhy,2015-09-03,0
ECR10124,PM1,ECRLL,rhy,2015-11-02,1
ECR10124,PM2,ECRLL,rhy,2016-01-11,2
ECR10124,PM3,ECRLL,rhy,2016-03-08,1
ECR10125,BAS,ECRLL,rhy,2015-09-14,NULL
ECR10126,BAS,ECRLL,rhy,2015-09-15,4
ECR10126,PM1,ECRLL,rhy,2015-10-28,4
ECR10126,PM2,ECRLL,rhy,2016-01-12,3
ECR10126,PM3,ECRLL,rhy,2016-03-10,3
ECR10127,BAS,ECRLL,rhy,2015-09-14,1
ECR10127,PM1,ECRLL,rhy,2015-10-28,1
ECR10127,PM2,ECRLL,rhy,2016-01-12,1
ECR10127,PM3,ECRLL,rhy,2016-03-10,3
ECR10128,BAS,ECRLL,rhy,2015-09-14,0
ECR10128,PM1,ECRLL,rhy,2015-10-29,1
ECR10128,PM2,ECRLL,rhy,2016-01-11,3
