studentId,period,assessment,subassessment,updated_at,value
ECR10463,PM2,ECRLL,rhy,2016-01-12,1
ECR10463,PM3,ECRLL,rhy,2016-03-10,1
ECR10464,BAS,ECRLL,rhy,2015-08-28,0
ECR10464,PM1,ECRLL,rhy,2015-10-27,1
ECR10464,PM2,ECRLL,rhy,2016-01-11,2
ECR10464,PM3,ECRLL,rhy,2016-03-14,2
ECR10465,BAS,ECRLL,rhy,2015-09-02,1
ECR10465,PM1,ECRLL,rhy,2015-10-27,1
ECR10465,PM2,ECRLL,rhy,2016-01-19,3
ECR10465,PM3,ECRLL,rhy,2016-03-16,5
ECR10466,BAS,ECRLL,rhy,2015-09-01,2
ECR10466,PM1,ECRLL,rhy,2015-10-27,1
ECR10466,PM2,ECRLL,rhy,2016-01-19,5
ECR10466,PM3,ECRLL,rhy,2016-03-10,3
ECR10467,BAS,ECRLL,rhy,2015-09-02,2
ECR10467,PM1,ECRLL,rhy,2015-10-30,3
ECR10467,PM2,ECRLL,rhy,2016-01-11,4
ECR10467,PM3,ECRLL,rhy,2016-03-16,3
ECR10468,BAS,ECRLL,rhy,2015-09-02,2
ECR10468,PM1,ECRLL,rhy,2015-10-26,4
ECR10468,PM2,ECRLL,rhy,2016-01-12,4
ECR10468,PM3,ECRLL,rhy,2016-03-14,5
ECR10469,BAS,ECRLL,rhy,2015-08-28,3
ECR10469,PM1,ECRLL,rhy,2015-10-27,4
ECR10470,BAS,ECRLL,rhy,2015-08-27,5
ECR10470,PM1,ECRLL,rhy,2015-10-22,NULL
ECR10471,BAS,ECRLL,rhy,2015-08-31,1
ECR10471,PM1,ECRLL,rhy,2015-10-26,1
ECR10471,PM2,ECRLL,rhy,2016-01-14,NULL
ECR10471,PM3,ECRLL,rhy,2016-03-08,2
ECR10472,BAS,ECRLL,rhy,2015-08-27,NULL
ECR10473,BAS,ECRLL,rhy,2015-08-31,3
ECR10473,PM1,ECRLL,rhy,2015-10-22,3
ECR10473,PM2,ECRLL,rhy,2016-01-12,5
ECR10473,PM3,ECRLL,rhy,2016-03-10,5
ECR10474,BAS,ECRLL,rhy,2015-08-31,0
ECR10474,PM1,ECRLL,rhy,2015-10-27,2
ECR10474,PM2,ECRLL,rhy,2016-01-19,1
ECR10474,PM3,ECRLL,rhy,2016-03-10,1
ECR10475,BAS,ECRLL,rhy,2015-08-28,2
ECR10475,PM1,ECRLL,rhy,2015-10-22,2
ECR10475,PM2,ECRLL,rhy,2016-01-14,1
ECR10475,PM3,ECRLL,rhy,2016-03-08,2
ECR10476,BAS,ECRLL,rhy,2015-08-31,3
ECR10476,PM1,ECRLL,rhy,2015-10-26,5
ECR10476,PM2,ECRLL,rhy,2016-01-11,5
ECR10476,PM3,ECRLL,rhy,2016-03-14,5
ECR10477,BAS,ECRLL,rhy,2015-08-27,3
ECR10477,PM1,ECRLL,rhy,2015-10-29,0
ECR10477,PM2,ECRLL,rhy,2016-01-11,3
ECR10477,PM3,ECRLL,rhy,2016-03-08,4
ECR10478,BAS,ECRLL,rhy,2015-08-28,NULL
ECR10479,BAS,ECRLL,rhy,2015-08-28,2
ECR10479,PM1,ECRLL,rhy,2015-10-29,4
ECR10479,PM2,ECRLL,rhy,2016-01-11,5
ECR10479,PM3,ECRLL,rhy,2016-03-08,5
ECR10480,BAS,ECRLL,rhy,2015-08-28,2
ECR10480,PM1,ECRLL,rhy,2015-10-26,3
ECR10480,PM2,ECRLL,rhy,2016-01-14,2
ECR10480,PM3,ECRLL,rhy,2016-03-22,3
ECR10481,BAS,ECRLL,rhy,2015-08-31,4
ECR10482,BAS,ECRLL,rhy,2015-08-31,1
ECR10482,PM1,ECRLL,rhy,2015-10-27,3
ECR10482,PM2,ECRLL,rhy,2016-01-12,1
ECR10482,PM3,ECRLL,rhy,2016-03-10,2
ECR10483,BAS,ECRLL,rhy,2015-09-02,NULL
ECR10484,BAS,ECRLL,rhy,2015-09-02,1
ECR10484,PM1,ECRLL,rhy,2015-10-26,0
ECR10484,PM2,ECRLL,rhy,2016-01-14,2
ECR10484,PM3,ECRLL,rhy,2016-03-14,4
ECR10485,BAS,ECRLL,rhy,2015-08-28,2
ECR10485,PM1,ECRLL,rhy,2015-10-26,4
ECR10485,PM2,ECRLL,rhy,2016-01-14,5
ECR10485,PM3,ECRLL,rhy,2016-03-14,4
ECR10486,BAS,ECRLL,rhy,2015-08-27,2
ECR10486,PM1,ECRLL,rhy,2015-10-22,1
ECR10486,PM2,ECRLL,rhy,2016-01-13,3
ECR10486,PM3,ECRLL,rhy,2016-03-09,4
ECR10487,BAS,ECRLL,rhy,2015-08-29,1
ECR10487,PM1,ECRLL,rhy,2015-10-26,1
ECR10487,PM2,ECRLL,rhy,2016-01-11,1
ECR10487,PM3,ECRLL,rhy,2016-03-09,5
ECR10488,BAS,ECRLL,rhy,2015-08-28,1
ECR10488,PM1,ECRLL,rhy,2015-10-29,1
ECR10488,PM2,ECRLL,rhy,2016-01-11,3
ECR10488,PM3,ECRLL,rhy,2016-03-10,1
ECR10489,BAS,ECRLL,rhy,2015-08-27,0
ECR10489,PM1,ECRLL,rhy,2015-10-26,3
ECR10489,PM2,ECRLL,rhy,2016-01-13,3
ECR10489,PM3,ECRLL,rhy,2016-03-15,4
ECR10490,BAS,ECRLL,rhy,2015-08-27,2
ECR10490,PM1,ECRLL,rhy,2015-10-26,1
ECR10490,PM2,ECRLL,rhy,2016-01-11,1
ECR10490,PM3,ECRLL,rhy,2016-03-08,1
ECR10491,BAS,ECRLL,rhy,2015-08-31,1
ECR10491,PM1,ECRLL,rhy,2015-10-27,2
ECR10491,PM2,ECRLL,rhy,2016-01-12,3
ECR10491,PM3,ECRLL,rhy,2016-03-10,2
ECR10492,BAS,ECRLL,rhy,2015-08-31,1
ECR10492,PM1,ECRLL,rhy,2015-10-27,2
ECR10492,PM2,ECRLL,rhy,2016-01-14,1
ECR10492,PM3,ECRLL,rhy,2016-03-16,3
ECR10493,BAS,ECRLL,rhy,2015-10-22,0
ECR10493,PM1,ECRLL,rhy,2015-10-26,2
ECR10493,PM2,ECRLL,rhy,2016-01-15,1
ECR10493,PM3,ECRLL,rhy,2016-03-10,4
ECR10494,BAS,ECRLL,rhy,2015-10-22,1
ECR10494,PM1,ECRLL,rhy,2015-10-22,2
ECR10494,PM2,ECRLL,rhy,2016-01-12,3
ECR10494,PM3,ECRLL,rhy,2016-03-14,4
ECR10495,BAS,ECRLL,rhy,2015-10-22,1
ECR10495,PM1,ECRLL,rhy,2015-10-26,1
ECR10495,PM2,ECRLL,rhy,2016-01-14,1
ECR10495,PM3,ECRLL,rhy,2016-03-11,2
ECR10496,BAS,ECRLL,rhy,2015-08-27,1
ECR10496,PM3,ECRLL,rhy,2016-03-11,3
ECR10497,BAS,ECRLL,rhy,2015-08-29,1
ECR10497,PM1,ECRLL,rhy,2015-10-26,2
ECR10497,PM2,ECRLL,rhy,2016-01-19,4
ECR10497,PM3,ECRLL,rhy,2016-03-18,4
ECR10498,BAS,ECRLL,rhy,2015-08-28,2
ECR10498,PM1,ECRLL,rhy,2015-10-29,2
ECR10499,BAS,ECRLL,rhy,2015-08-27,NULL
ECR10500,BAS,ECRLL,rhy,2015-08-27,1
ECR10500,PM1,ECRLL,rhy,2015-10-26,2
ECR10500,PM2,ECRLL,rhy,2016-01-11,5
ECR10500,PM3,ECRLL,rhy,2016-03-09,5
ECR10501,BAS,ECRLL,rhy,2015-08-29,0
ECR10501,PM1,ECRLL,rhy,2015-10-22,2
ECR10501,PM2,ECRLL,rhy,2016-01-07,3
ECR10501,PM3,ECRLL,rhy,2016-03-10,3
ECR10502,BAS,ECRLL,rhy,2015-08-31,2
ECR10502,PM1,ECRLL,rhy,2015-10-26,5
ECR10502,PM2,ECRLL,rhy,2016-01-14,2
ECR10502,PM3,ECRLL,rhy,2016-03-10,2
ECR10503,BAS,ECRLL,rhy,2015-10-22,1
ECR10503,PM1,ECRLL,rhy,2015-10-26,2
ECR10503,PM2,ECRLL,rhy,2016-01-15,2
ECR10503,PM3,ECRLL,rhy,2016-03-08,2
ECR10504,BAS,ECRLL,rhy,2015-08-27,1
ECR10504,PM1,ECRLL,rhy,2015-10-26,1
ECR10504,PM2,ECRLL,rhy,2016-01-11,3
ECR10504,PM3,ECRLL,rhy,2016-03-14,5
ECR10505,BAS,ECRLL,rhy,2015-08-31,2
ECR10505,PM1,ECRLL,rhy,2015-10-22,5
ECR10505,PM2,ECRLL,rhy,2016-01-11,5
ECR10505,PM3,ECRLL,rhy,2016-03-14,2
ECR10506,BAS,ECRLL,rhy,2015-08-27,4
ECR10506,PM1,ECRLL,rhy,2015-10-26,5
ECR10506,PM2,ECRLL,rhy,2016-01-07,5
ECR10506,PM3,ECRLL,rhy,2016-03-08,4
ECR10507,BAS,ECRLL,rhy,2015-08-31,1
ECR10507,PM1,ECRLL,rhy,2015-10-27,1
ECR10507,PM2,ECRLL,rhy,2016-01-20,2
ECR10507,PM3,ECRLL,rhy,2016-03-16,2
ECR10508,BAS,ECRLL,rhy,2015-08-31,1
ECR10508,PM1,ECRLL,rhy,2015-10-26,2
ECR10508,PM2,ECRLL,rhy,2016-01-13,5
ECR10508,PM3,ECRLL,rhy,2016-03-14,4
ECR10509,BAS,ECRLL,rhy,2015-08-28,1
ECR10509,PM1,ECRLL,rhy,2015-10-26,1
ECR10509,PM2,ECRLL,rhy,2016-01-14,2
ECR10509,PM3,ECRLL,rhy,2016-03-14,4
ECR10511,BAS,ECRLL,rhy,2015-08-28,2
ECR10511,PM1,ECRLL,rhy,2015-10-22,0
ECR10512,BAS,ECRLL,rhy,2015-08-31,1
ECR10512,PM1,ECRLL,rhy,2015-10-26,0
ECR10512,PM2,ECRLL,rhy,2016-01-14,3
ECR10512,PM3,ECRLL,rhy,2016-03-09,2
ECR10513,BAS,ECRLL,rhy,2015-08-31,1
ECR10514,BAS,ECRLL,rhy,2015-09-02,NULL
ECR10515,BAS,ECRLL,rhy,2015-10-22,1
ECR10515,PM1,ECRLL,rhy,2015-10-26,1
ECR10515,PM2,ECRLL,rhy,2016-01-15,1
ECR10515,PM3,ECRLL,rhy,2016-03-11,2
ECR10516,BAS,ECRLL,rhy,2015-10-22,1
ECR10516,PM1,ECRLL,rhy,2015-10-22,0
ECR10516,PM2,ECRLL,rhy,2016-01-11,1
ECR10516,PM3,ECRLL,rhy,2016-03-14,2
ECR10517,BAS,ECRLL,rhy,2015-08-28,4
ECR10517,PM1,ECRLL,rhy,2015-10-26,1
ECR10517,PM2,ECRLL,rhy,2016-01-11,5
ECR10517,PM3,ECRLL,rhy,2016-03-10,5
ECR10518,BAS,ECRLL,rhy,2015-08-27,3
ECR10518,PM1,ECRLL,rhy,2015-10-26,2
ECR10518,PM2,ECRLL,rhy,2016-01-11,2
ECR10518,PM3,ECRLL,rhy,2016-03-09,5
ECR10519,BAS,ECRLL,rhy,2015-10-22,0
ECR10519,PM1,ECRLL,rhy,2015-10-26,1
ECR10519,PM2,ECRLL,rhy,2016-01-14,4
ECR10519,PM3,ECRLL,rhy,2016-03-11,1
ECR10520,BAS,ECRLL,rhy,2015-09-02,0
ECR10520,PM1,ECRLL,rhy,2015-10-30,4
ECR10520,PM2,ECRLL,rhy,2016-01-14,0
ECR10520,PM3,ECRLL,rhy,2016-03-14,1
ECR10521,BAS,ECRLL,rhy,2015-08-28,1
ECR10521,PM1,ECRLL,rhy,2015-10-22,NULL
ECR10522,BAS,ECRLL,rhy,2015-10-22,0
ECR10522,PM1,ECRLL,rhy,2015-10-27,1
ECR10522,PM2,ECRLL,rhy,2016-01-08,1
ECR10522,PM3,ECRLL,rhy,2016-03-14,1
ECR10523,BAS,ECRLL,rhy,2015-08-28,1
ECR10523,PM1,ECRLL,rhy,2015-10-26,3
ECR10523,PM2,ECRLL,rhy,2016-01-12,2
ECR10523,PM3,ECRLL,rhy,2016-03-10,2
ECR10524,BAS,ECRLL,rhy,2015-08-28,2
ECR10524,PM1,ECRLL,rhy,2015-10-26,3
ECR10524,PM2,ECRLL,rhy,2016-01-12,2
ECR10524,PM3,ECRLL,rhy,2016-03-08,4
ECR10525,BAS,ECRLL,rhy,2015-08-28,1
ECR10525,PM1,ECRLL,rhy,2015-10-26,1
ECR10525,PM3,ECRLL,rhy,2016-03-14,2
ECR10526,BAS,ECRLL,rhy,2015-08-28,2
ECR10526,PM1,ECRLL,rhy,2015-10-26,4
ECR10526,PM2,ECRLL,rhy,2016-01-08,4
ECR10526,PM3,ECRLL,rhy,2016-03-14,5
ECR10527,BAS,ECRLL,rhy,2015-08-31,3
ECR10527,PM1,ECRLL,rhy,2015-10-26,3
ECR10527,PM2,ECRLL,rhy,2016-01-11,4
ECR10527,PM3,ECRLL,rhy,2016-03-08,4
ECR10528,BAS,ECRLL,rhy,2015-08-31,2
ECR10528,PM1,ECRLL,rhy,2015-10-27,2
ECR10528,PM2,ECRLL,rhy,2016-01-14,0
ECR10528,PM3,ECRLL,rhy,2016-03-15,2
ECR10529,BAS,ECRLL,rhy,2015-08-28,1
ECR10529,PM1,ECRLL,rhy,2015-10-22,NULL
ECR10530,BAS,ECRLL,rhy,2015-08-27,2
ECR10530,PM1,ECRLL,rhy,2015-10-23,2
ECR10530,PM2,ECRLL,rhy,2016-01-11,2
ECR10530,PM3,ECRLL,rhy,2016-03-09,2
ECR10531,BAS,ECRLL,rhy,2015-08-31,0
ECR10531,PM1,ECRLL,rhy,2015-10-26,0
ECR10531,PM2,ECRLL,rhy,2016-01-14,3
ECR10531,PM3,ECRLL,rhy,2016-03-14,2
ECR10532,BAS,ECRLL,rhy,2015-08-28,1
ECR10532,PM1,ECRLL,rhy,2015-10-26,3
ECR10532,PM2,ECRLL,rhy,2016-01-11,3
ECR10532,PM3,ECRLL,rhy,2016-03-09,4
ECR10533,BAS,ECRLL,rhy,2015-10-22,3
ECR10533,PM1,ECRLL,rhy,2015-10-26,2
ECR10533,PM2,ECRLL,rhy,2016-01-15,2
ECR10533,PM3,ECRLL,rhy,2016-03-10,4
ECR10534,BAS,ECRLL,rhy,2015-09-03,1
ECR10534,PM1,ECRLL,rhy,2015-10-22,1
ECR10534,PM2,ECRLL,rhy,2016-01-13,1
ECR10534,PM3,ECRLL,rhy,2016-03-09,5
ECR10535,BAS,ECRLL,rhy,2015-08-29,2
ECR10535,PM1,ECRLL,rhy,2015-10-26,2
ECR10535,PM2,ECRLL,rhy,2016-01-12,5
ECR10535,PM3,ECRLL,rhy,2016-03-09,5
ECR10536,BAS,ECRLL,rhy,2015-08-27,0
ECR10537,BAS,ECRLL,rhy,2015-08-28,1
ECR10537,PM1,ECRLL,rhy,2015-10-26,1
ECR10537,PM2,ECRLL,rhy,2016-01-12,5
ECR10537,PM3,ECRLL,rhy,2016-03-10,4
ECR10538,BAS,ECRLL,rhy,2015-08-27,1
ECR10538,PM1,ECRLL,rhy,2015-10-22,NULL
ECR10539,BAS,ECRLL,rhy,2015-08-31,1
ECR10539,PM1,ECRLL,rhy,2015-10-22,4
ECR10539,PM2,ECRLL,rhy,2016-01-12,4
ECR10539,PM3,ECRLL,rhy,2016-03-09,1
ECR10540,BAS,ECRLL,rhy,2015-08-27,3
ECR10540,PM1,ECRLL,rhy,2015-10-26,5
ECR10540,PM2,ECRLL,rhy,2016-01-12,5
ECR10540,PM3,ECRLL,rhy,2016-03-14,5
ECR10541,BAS,ECRLL,rhy,2015-08-28,3
ECR10541,PM1,ECRLL,rhy,2015-10-22,1
ECR10541,PM2,ECRLL,rhy,2016-01-08,0
ECR10541,PM3,ECRLL,rhy,2016-03-14,2
ECR10542,BAS,ECRLL,rhy,2015-08-27,NULL
ECR10542,PM1,ECRLL,rhy,2015-11-02,0
ECR10543,BAS,ECRLL,rhy,2015-09-02,0
ECR10543,PM1,ECRLL,rhy,2015-10-27,2
ECR10544,BAS,ECRLL,rhy,2015-08-28,2
ECR10544,PM1,ECRLL,rhy,2015-10-26,1
ECR10544,PM2,ECRLL,rhy,2016-01-12,5
ECR10544,PM3,ECRLL,rhy,2016-03-14,5
ECR10546,BAS,ECRLL,rhy,2015-09-01,3
ECR10546,PM1,ECRLL,rhy,2015-10-27,3
ECR10546,PM2,ECRLL,rhy,2016-01-19,4
ECR10546,PM3,ECRLL,rhy,2016-03-10,3
ECR10547,BAS,ECRLL,rhy,2015-08-31,NULL
ECR10548,BAS,ECRLL,rhy,2015-08-29,2
ECR10548,PM1,ECRLL,rhy,2015-10-26,0
ECR10548,PM2,ECRLL,rhy,2016-01-15,3
ECR10548,PM3,ECRLL,rhy,2016-03-18,0
ECR10549,BAS,ECRLL,rhy,2015-08-27,NULL
ECR10550,BAS,ECRLL,rhy,2015-10-22,3
ECR10550,PM1,ECRLL,rhy,2015-10-26,5
ECR10550,PM2,ECRLL,rhy,2016-01-13,5
ECR10550,PM3,ECRLL,rhy,2016-03-09,5
ECR10551,BAS,ECRLL,rhy,2015-08-28,0
ECR10551,PM1,ECRLL,rhy,2015-10-27,4
ECR10551,PM2,ECRLL,rhy,2016-01-12,2
ECR10552,BAS,ECRLL,rhy,2015-09-01,2
ECR10552,PM1,ECRLL,rhy,2015-10-22,2
ECR10552,PM2,ECRLL,rhy,2016-01-12,1
ECR10553,BAS,ECRLL,rhy,2015-09-02,1
ECR10553,PM1,ECRLL,rhy,2015-10-29,3
ECR10553,PM2,ECRLL,rhy,2016-01-13,5
ECR10553,PM3,ECRLL,rhy,2016-03-09,5
ECR10554,BAS,ECRLL,rhy,2015-08-31,0
ECR10554,PM1,ECRLL,rhy,2015-10-26,1
ECR10554,PM2,ECRLL,rhy,2016-01-12,2
ECR10554,PM3,ECRLL,rhy,2016-03-11,2
ECR10555,BAS,ECRLL,rhy,2015-08-28,NULL
ECR10555,PM1,ECRLL,rhy,2015-10-26,3
ECR10555,PM2,ECRLL,rhy,2016-01-12,1
ECR10555,PM3,ECRLL,rhy,2016-03-16,3
ECR10556,BAS,ECRLL,rhy,2015-08-27,5
ECR10556,PM1,ECRLL,rhy,2015-10-28,5
ECR10556,PM2,ECRLL,rhy,2016-01-15,5
ECR10557,BAS,ECRLL,rhy,2015-08-27,1
ECR10557,PM1,ECRLL,rhy,2015-10-27,5
ECR10557,PM2,ECRLL,rhy,2016-01-12,5
ECR10557,PM3,ECRLL,rhy,2016-03-10,5
ECR10558,BAS,ECRLL,rhy,2015-08-31,3
ECR10558,PM1,ECRLL,rhy,2015-10-27,5
ECR10559,BAS,ECRLL,rhy,2015-08-31,NULL
ECR10560,BAS,ECRLL,rhy,2015-08-27,2
ECR10560,PM1,ECRLL,rhy,2015-10-22,5
ECR10560,PM2,ECRLL,rhy,2016-01-12,5
ECR10560,PM3,ECRLL,rhy,2016-03-15,5
ECR10561,BAS,ECRLL,rhy,2015-08-27,2
ECR10561,PM1,ECRLL,rhy,2015-10-29,2
ECR10561,PM2,ECRLL,rhy,2016-01-19,4
ECR10561,PM3,ECRLL,rhy,2016-03-09,5
ECR10562,BAS,ECRLL,rhy,2015-10-22,1
ECR10562,PM1,ECRLL,rhy,2015-11-02,2
ECR10562,PM2,ECRLL,rhy,2016-01-15,4
ECR10562,PM3,ECRLL,rhy,2016-03-14,1
ECR10563,BAS,ECRLL,rhy,2015-08-29,3
ECR10563,PM1,ECRLL,rhy,2015-10-26,5
ECR10563,PM2,ECRLL,rhy,2016-01-11,5
ECR10563,PM3,ECRLL,rhy,2016-03-09,5
ECR10564,BAS,ECRLL,rhy,2015-08-31,1
ECR10565,BAS,ECRLL,rhy,2015-09-03,1
ECR10565,PM1,ECRLL,rhy,2015-10-22,4
ECR10565,PM2,ECRLL,rhy,2016-01-11,5
ECR10565,PM3,ECRLL,rhy,2016-03-09,5
ECR10566,BAS,ECRLL,rhy,2015-08-31,1
ECR10566,PM1,ECRLL,rhy,2015-10-26,0
ECR10566,PM2,ECRLL,rhy,2016-01-14,3
ECR10566,PM3,ECRLL,rhy,2016-03-08,4
ECR10567,BAS,ECRLL,rhy,2015-10-22,1
ECR10567,PM1,ECRLL,rhy,2015-10-26,1
ECR10567,PM2,ECRLL,rhy,2016-01-15,3
ECR10567,PM3,ECRLL,rhy,2016-03-08,1
ECR10568,BAS,ECRLL,rhy,2015-08-28,1
ECR10568,PM1,ECRLL,rhy,2015-10-26,4
ECR10568,PM2,ECRLL,rhy,2016-01-11,4
ECR10568,PM3,ECRLL,rhy,2016-03-14,4
ECR10569,BAS,ECRLL,rhy,2015-09-01,2
ECR10569,PM1,ECRLL,rhy,2015-10-26,3
ECR10569,PM2,ECRLL,rhy,2016-01-15,1
ECR10569,PM3,ECRLL,rhy,2016-03-18,5
ECR10570,BAS,ECRLL,rhy,2015-09-02,2
ECR10570,PM1,ECRLL,rhy,2015-10-26,1
ECR10570,PM2,ECRLL,rhy,2016-01-15,1
ECR10570,PM3,ECRLL,rhy,2016-03-18,NULL
ECR10571,BAS,ECRLL,rhy,2015-08-31,1
ECR10571,PM1,ECRLL,rhy,2015-10-26,2
ECR10571,PM2,ECRLL,rhy,2016-01-14,2
ECR10571,PM3,ECRLL,rhy,2016-03-16,3
ECR10572,BAS,ECRLL,rhy,2015-08-28,2
ECR10572,PM1,ECRLL,rhy,2015-10-26,4
ECR10572,PM2,ECRLL,rhy,2016-01-11,4
ECR10572,PM3,ECRLL,rhy,2016-03-14,5
ECR10573,BAS,ECRLL,rhy,2015-08-27,NULL
ECR10576,BAS,ECRLL,rhy,2015-10-22,0
ECR10576,PM1,ECRLL,rhy,2015-10-26,2
ECR10576,PM2,ECRLL,rhy,2016-01-11,3
ECR10576,PM3,ECRLL,rhy,2016-03-16,4
ECR10577,BAS,ECRLL,rhy,2015-08-29,3
ECR10577,PM1,ECRLL,rhy,2015-10-27,2
ECR10577,PM2,ECRLL,rhy,2016-01-15,3
ECR10577,PM3,ECRLL,rhy,2016-03-18,4
ECR10578,BAS,ECRLL,rhy,2015-08-31,0
ECR10578,PM1,ECRLL,rhy,2015-10-26,2
ECR10578,PM2,ECRLL,rhy,2016-01-13,2
ECR10578,PM3,ECRLL,rhy,2016-03-14,3
ECR10579,BAS,ECRLL,rhy,2015-09-03,2
ECR10579,PM1,ECRLL,rhy,2015-10-26,2
ECR10579,PM2,ECRLL,rhy,2016-01-11,5
ECR10579,PM3,ECRLL,rhy,2016-03-09,5
ECR10580,BAS,ECRLL,rhy,2015-08-27,NULL
ECR10581,BAS,ECRLL,rhy,2015-08-27,3
ECR10581,PM1,ECRLL,rhy,2015-10-23,1
ECR10581,PM2,ECRLL,rhy,2016-01-11,4
ECR10581,PM3,ECRLL,rhy,2016-03-09,4
ECR10582,BAS,ECRLL,rhy,2015-08-27,2
ECR10582,PM1,ECRLL,rhy,2015-10-26,1
ECR10582,PM2,ECRLL,rhy,2016-01-07,3
ECR10582,PM3,ECRLL,rhy,2016-03-08,4
ECR10583,BAS,ECRLL,rhy,2015-08-28,0
ECR10583,PM1,ECRLL,rhy,2015-10-26,4
ECR10583,PM2,ECRLL,rhy,2016-01-14,1
ECR10583,PM3,ECRLL,rhy,2016-03-10,4
ECR10584,BAS,ECRLL,rhy,2015-08-28,1
ECR10584,PM1,ECRLL,rhy,2015-10-23,1
ECR10584,PM2,ECRLL,rhy,2016-01-13,1
ECR10584,PM3,ECRLL,rhy,2016-03-10,2
ECR10585,BAS,ECRLL,rhy,2015-08-27,3
ECR10585,PM1,ECRLL,rhy,2015-10-27,5
ECR10585,PM2,ECRLL,rhy,2016-01-12,5
ECR10585,PM3,ECRLL,rhy,2016-03-11,5
ECR10586,BAS,ECRLL,rhy,2015-08-30,0
ECR10586,PM1,ECRLL,rhy,2015-10-26,1
ECR10586,PM2,ECRLL,rhy,2016-01-13,1
ECR10586,PM3,ECRLL,rhy,2016-03-15,0
ECR10587,BAS,ECRLL,rhy,2015-08-29,2
ECR10587,PM1,ECRLL,rhy,2015-10-22,0
ECR10587,PM2,ECRLL,rhy,2016-01-08,2
ECR10587,PM3,ECRLL,rhy,2016-03-09,1
ECR10588,BAS,ECRLL,rhy,2015-08-27,3
ECR10588,PM1,ECRLL,rhy,2015-10-23,2
ECR10588,PM2,ECRLL,rhy,2016-01-11,2
ECR10588,PM3,ECRLL,rhy,2016-03-10,4
ECR10589,BAS,ECRLL,rhy,2015-08-29,1
ECR10589,PM1,ECRLL,rhy,2015-10-26,0
ECR10589,PM2,ECRLL,rhy,2016-01-11,2
ECR10589,PM3,ECRLL,rhy,2016-03-15,1
ECR10590,BAS,ECRLL,rhy,2015-08-27,5
ECR10590,PM1,ECRLL,rhy,2015-10-26,4
ECR10590,PM2,ECRLL,rhy,2016-01-08,4
ECR10590,PM3,ECRLL,rhy,2016-03-09,5
ECR10591,BAS,ECRLL,rhy,2015-09-02,3
ECR10591,PM1,ECRLL,rhy,2015-10-26,1
ECR10591,PM2,ECRLL,rhy,2016-01-13,3
ECR10591,PM3,ECRLL,rhy,2016-03-15,2
ECR10592,BAS,ECRLL,rhy,2015-10-22,1
ECR10592,PM1,ECRLL,rhy,2015-10-26,4
ECR10592,PM2,ECRLL,rhy,2016-01-12,4
ECR10592,PM3,ECRLL,rhy,2016-03-09,4
ECR10593,BAS,ECRLL,rhy,2015-08-28,0
ECR10593,PM1,ECRLL,rhy,2015-10-26,2
ECR10593,PM2,ECRLL,rhy,2016-01-11,2
ECR10593,PM3,ECRLL,rhy,2016-03-10,4
ECR10594,BAS,ECRLL,rhy,2015-08-31,2
ECR10594,PM1,ECRLL,rhy,2015-10-27,1
ECR10594,PM2,ECRLL,rhy,2016-01-14,3
ECR10594,PM3,ECRLL,rhy,2016-03-16,1
ECR10595,BAS,ECRLL,rhy,2015-10-22,0
ECR10595,PM1,ECRLL,rhy,2015-10-26,1
ECR10595,PM2,ECRLL,rhy,2016-01-15,4
ECR10595,PM3,ECRLL,rhy,2016-03-10,4
ECR10596,BAS,ECRLL,rhy,2015-08-28,3
ECR10596,PM1,ECRLL,rhy,2015-10-26,4
ECR10596,PM2,ECRLL,rhy,2016-01-11,5
ECR10596,PM3,ECRLL,rhy,2016-03-08,5
ECR10597,BAS,ECRLL,rhy,2015-08-31,NULL
ECR10597,PM1,ECRLL,rhy,2015-11-02,1
ECR10597,PM2,ECRLL,rhy,2016-01-15,4
ECR10597,PM3,ECRLL,rhy,2016-03-14,4
ECR10598,BAS,ECRLL,rhy,2015-08-28,3
ECR10598,PM1,ECRLL,rhy,2015-10-26,3
ECR10598,PM2,ECRLL,rhy,2016-01-12,5
ECR10598,PM3,ECRLL,rhy,2016-03-16,5
ECR10599,BAS,ECRLL,rhy,2015-09-02,0
ECR10599,PM1,ECRLL,rhy,2015-10-27,3
ECR10599,PM2,ECRLL,rhy,2016-01-19,2
ECR10599,PM3,ECRLL,rhy,2016-03-17,2
ECR10600,BAS,ECRLL,rhy,2015-08-31,2
ECR10600,PM1,ECRLL,rhy,2015-10-22,2
ECR10600,PM2,ECRLL,rhy,2016-03-15,4
ECR10600,PM3,ECRLL,rhy,2016-03-15,4
ECR10601,BAS,ECRLL,rhy,2015-08-27,1
ECR10601,PM1,ECRLL,rhy,2015-10-22,1
ECR10601,PM2,ECRLL,rhy,2016-01-12,2
ECR10601,PM3,ECRLL,rhy,2016-03-10,2
ECR10602,BAS,ECRLL,rhy,2015-10-22,4
ECR10602,PM1,ECRLL,rhy,2015-10-26,2
ECR10602,PM2,ECRLL,rhy,2016-01-15,2
ECR10602,PM3,ECRLL,rhy,2016-03-15,4
ECR10603,BAS,ECRLL,rhy,2015-08-27,1
ECR10603,PM1,ECRLL,rhy,2015-10-27,4
ECR10603,PM2,ECRLL,rhy,2016-01-14,4
ECR10603,PM3,ECRLL,rhy,2016-03-14,5
ECR10604,BAS,ECRLL,rhy,2015-09-02,3
ECR10604,PM1,ECRLL,rhy,2015-10-27,1
